ID	Target	Tweet	Stance	Origin	Total	Origin_ID
179	intern	In creating a mile long mural on the Mexico side of the US owned border wall the artists will set a Guinness Book World Record as well as inspire millions of people Credit Enrique A former White House intern is coming under fire after flashing a known white power sign during a photo op with President Donald Trump 	AGAINST	In creating a mile-long mural on the Mexico side of the US-owned border wall,  the artists will set a Guinness Book World Record, as well as inspire millions of  people. Credit: Enrique ...... A former White House intern is coming under fire after  flashing a known white power sign during a photo-op with President Donald  Trump.	20	8_google_19
180	intern	Keep in mind that the ADL itself has already confirmed this is NOT a racist hand symbol The Daily Mail report breathlessly reads A former White House intern is coming under fire after flashing a known white power sign during a photo op with President Donald Trump [] It is the same sign that white nationalist Richard 	NONE	Keep in mind that the ADL itself has already confirmed this is NOT a racist hand  symbol. The Daily Mail report breathlessly reads: A former White House intern is  coming under fire after flashing a known white power sign during a photo-op with  President Donald Trump. []. It is the same sign that white nationalist Richard ...	20	8_google_20
181	intern	Dec 28 2017 EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in 	AGAINST	Dec 28, 2017 ... EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...	20	9_google_1
182	intern	Dec 29 2017 Updated A White House intern taking a presidential photo with Donald Trump is now denying he posed with a questionable symbol that has become synonymous with the so called alt right The intern Jack Breuer stands in the back of his intern class photo shoot with the president posing with the symbol 	AGAINST	Dec 29, 2017 ... Updated | A White House intern taking a presidential photo with Donald Trump is  now denying he posed with a questionable symbol that has become synonymous  with the so-called alt-right. The intern, Jack Breuer, stands in the back of his  intern class photo shoot with the president, posing with the symbol ...	20	9_google_2
183	intern	Jan 5 2018 A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George Washington The intern 	AGAINST	Jan 5, 2018 ... A former White House intern is coming under fire after flashing a known 'white  power' sign during a photo-op with President Donald Trump. ... It is a distinct  symbol known in alt-right circles and what makes it worse is that he is doing it in  the East Room just below the portrait of George Washington. The intern ...	20	9_google_3
184	intern	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand sign after It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George 	AGAINST	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand sign, after  ... ""It is a distinct symbol known in alt-right circles and what makes it worse is that  he is doing it in the East Room just below the portrait of George ..."	20	9_google_4
185	intern	Dec 29 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George 	AGAINST	"Dec 29, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November.  ... ""It is a distinct symbol known in alt-right circles and what makes it worse is that  he is doing it in the East Room just below the portrait of George ..."	20	9_google_5
186	intern	Dec 30 2017 A former White House intern who was accused of flashing a white power symbol linked to the alt right said he only did it to mimic Trump_s signature OK gesture Jack Breuer has admitted he was foolish for defying the President_s orders to give a thumbs up sign and instead making the OK sign during an 	NONE	"Dec 30, 2017 ... A former White House intern who was accused of flashing a ""white power symbol "" linked to the alt-right said he only did it to mimic Trump's signature ""OK"" gesture.  Jack Breuer has admitted he was ""foolish"" for defying the President's orders to  give a thumbs-up sign and instead making the OK sign during an ..."	20	9_google_6
187	intern	Dec 29 2017 A White House intern who was accused of making a white power hand sign in a group photo with other interns said Friday he was only emulating President Trump_s frequent use of the _OK_ sign The intern Jack Breuer told The Daily Caller that he was Jewish and would never make a white power sign 	AGAINST	Dec 29, 2017 ... A White House intern who was accused of making a white power hand sign in a  group photo with other interns said Friday he was only emulating President  Trump's frequent use of the “OK” sign. The intern, Jack Breuer, told The Daily  Caller that he was Jewish and would never make a white power sign.	20	9_google_7
188	intern	Instead of giving a thumbs up as directed by President Donald Trump former White House intern Jack Breuer flashed the distinctive _white power_ hand signal used symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George Washington _ another White 	NONE	Instead of giving a thumbs up, as directed by President Donald Trump, former  White House intern Jack Breuer flashed the distinctive “white power” hand signal  used ... symbol known in alt-right circles and what makes it worse is that he is  doing it in the East Room just below the portrait of George Washington,” another  White ...	20	9_google_8
189	intern	Dec 29 2017 A former White House intern accused of flashing a white power hand signal in a photo with President Trump is now trying to clear his name over what said in May that the hand sign _is not a hate symbol _ and that the racist interpretation originated as a hoax by alt right circles on the website 4chan in an 	AGAINST	"Dec 29, 2017 ... A former White House intern accused of flashing a ""white power"" hand signal in a  photo with President Trump is now trying to clear his name over what ... said in  May that the hand sign “is not a hate symbol,” and that the racist interpretation  originated as a hoax by alt-right circles on the website 4chan in an ..."	20	9_google_9
190	intern	Dec 29 2017 The White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the OK sign The use of the _OK_ symbol was supposedly adopted by far right groups in recent months because it resembles a _w_ and _p_ for _white power _ 	AGAINST	"Dec 29, 2017 ... The White House intern accused of making a white power hand sign during a  group photo said he was simply mirroring President Trump's use of the ""OK"" sign.  ... The use of the “OK' symbol was supposedly adopted by far-right groups in  recent months because it resembles a “w” and “p” for “white power.”."	20	9_google_10
191	intern	Dec 30 2017 28 The Daily Mail published an article accusing White House intern Jack Breuer of making a white power hand sign in a group photo Donald Trump has been known to use the hand sign often during his speeches and the alt right movement has been known to adopt the okay symbol frequently using 	AGAINST	"Dec 30, 2017 ... 28), The Daily Mail published an article accusing White House intern Jack Breuer  of making a white power hand sign in a group photo. ... Donald Trump has been  known to use the hand sign often during his speeches, and the ""alt-right""  movement has been known to adopt the okay symbol, frequently using ..."	20	9_google_11
192	intern	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign The use of the _OK_ symbol was supposedly adopted by far right groups in recent months because it resembles a _w_ and _p_ for _white power _ 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. ... The  use of the “OK' symbol was supposedly adopted by far-right groups in recent  months because it resembles a “w” and “p” for “white power.”.	20	9_google_12
193	intern	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November Breuer made the same gesture that alt right protesters made at Unite the Right rally in Charlottesville along with Richard Spencer and Milo 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November;  Breuer made the same gesture that alt-right protesters made at Unite the Right  rally in Charlottesville, along with Richard Spencer and Milo ...	20	9_google_13
194	intern	Former intern JackBreuer held up a _WHITE POWER_ sign the _ alt right_ symbol during a photo with President The gesture was used by notorious extremists at Unite the Right rally in Charlottesville Via DailyMailUK 	AGAINST	Former @WhiteHouse intern #JackBreuer held up a 'WHITE POWER' sign, the ' alt-right' symbol during a photo with President @realDonaldTrump. The gesture  was used by notorious extremists at Unite the Right rally in Charlottesville. Via @ DailyMailUK ...	20	9_google_14
195	intern	Dec 29 2017 EXCLUSIVE White power at the White House Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president _ Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in 	AGAINST	Dec 29, 2017 ... EXCLUSIVE: White power at the White House - Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president —  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...	20	9_google_15
196	intern	Dec 28 2017 10 min Uploaded by News 24hFormer White House intern Jack Breuer held up a _white power_ sign during a photo op 	AGAINST	Dec 28, 2017 - 10 min - Uploaded by News 24hFormer White House intern Jack Breuer held up a 'white power' sign during a photo-op ...	20	9_google_16
197	intern	EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November Breuer 	AGAINST	EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November  Breuer ...	20	9_google_17
198	intern	Dec 29 2017 A White House intern pictured making a hand gesture linked to the alt right in a group photograph with President Donald Trump claimed Friday he was simply making the OK sign in emulation of the president DailyMail com revealed the photo of Jack Breuer 23 posing with the president and departing 	AGAINST	Dec 29, 2017 ... A White House intern pictured making a hand gesture linked to the alt-right in a  group photograph with President Donald Trump claimed Friday he was simply  making the OK sign in emulation of the president. DailyMail.com revealed the  photo of Jack Breuer, 23, posing with the president and departing ...	20	9_google_18
199	intern	Dec 29 2017 EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in 	AGAINST	Dec 29, 2017 ... EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...	20	9_google_19
200	intern	Dec 28 2017 EXCLUSIVE White Power at the White House The moment Trump intern flashed _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East 	AGAINST	Dec 28, 2017 ... EXCLUSIVE: White Power at the White House - The moment Trump intern  flashed 'alt-right' symbol used by notorious extremists during group photo with the  president. Former White House intern Jack Breuer held up a 'white power' sign  during a photo-op with President Trump and fellow interns in the East ...	20	9_google_20
